sWL,sRC,sM,sSS,sTB,sPC,sLPP,sTIME
L,45.56,01.08,07,0.00000011,0.00007524,0.573%,00:06:23
W,04.81,01.83,00,0.00001402,0.00007534,0.573%,00:06:22
L,96.15,01.97,05,0.00000765,0.00006616,0.573%,00:06:22
L,74.75,01.75,07,0.00000388,0.00007004,0.573%,00:06:21
L,72.25,01.56,07,0.00000222,0.00007226,0.573%,00:06:21
L,73.14,01.98,08,0.00000142,0.00007368,0.573%,00:06:20
L,32.42,01.72,07,0.00000072,0.00007440,0.573%,00:06:19
L,76.23,01.52,07,0.00000042,0.00007482,0.573%,00:06:19
L,64.95,01.35,07,0.00000028,0.00007510,0.573%,00:06:18
L,70.04,01.37,04,0.00000021,0.00007531,0.573%,00:06:17
L,77.64,01.21,07,0.00000015,0.00007546,0.573%,00:06:17
L,95.29,01.20,02,0.00000012,0.00007558,0.573%,00:06:16
L,93.01,01.08,07,0.00000011,0.00007568,0.573%,00:06:15
W,24.11,01.43,00,0.00000060,0.00007578,0.573%,00:06:15
L,58.74,01.52,07,0.00000042,0.00007482,0.573%,00:06:14
L,19.90,01.35,07,0.00000028,0.00007510,0.573%,00:06:13
L,30.03,01.37,04,0.00000021,0.00007531,0.573%,00:06:13
L,22.26,01.21,07,0.00000015,0.00007546,0.573%,00:06:12
L,82.81,01.20,02,0.00000012,0.00007558,0.573%,00:06:12
L,28.29,01.08,07,0.00000011,0.00007568,0.573%,00:06:11
W,02.58,01.04,00,0.00000010,0.00007578,0.573%,00:06:10
W,05.79,01.27,00,0.00000036,0.00007340,0.555%,00:06:10
L,20.32,01.34,07,0.00000028,0.00007236,0.552%,00:06:09
L,78.57,01.37,04,0.00000021,0.00007257,0.552%,00:06:08
L,80.39,01.21,07,0.00000015,0.00007272,0.552%,00:06:08
L,27.53,01.20,02,0.00000012,0.00007284,0.552%,00:06:07
L,35.14,01.08,07,0.00000011,0.00007294,0.552%,00:06:07
W,11.49,01.14,00,0.00000024,0.00007304,0.552%,00:06:06
L,68.21,01.37,04,0.00000021,0.00007152,0.546%,00:06:05
L,94.09,01.21,07,0.00000015,0.00007167,0.546%,00:06:05
L,77.46,01.19,02,0.00000012,0.00007179,0.546%,00:06:04
L,39.51,01.08,07,0.00000011,0.00007189,0.546%,00:06:03
W,19.13,01.27,00,0.00000036,0.00007199,0.546%,00:06:03
L,89.12,01.34,07,0.00000028,0.00007095,0.546%,00:06:02
L,51.57,01.37,04,0.00000021,0.00007116,0.546%,00:06:01
L,50.50,01.21,07,0.00000015,0.00007131,0.546%,00:06:01
L,72.12,01.19,02,0.00000012,0.00007143,0.546%,00:06:00
L,53.52,01.08,07,0.00000011,0.00007153,0.546%,00:05:59
W,09.60,01.65,00,0.00000119,0.00007163,0.546%,00:05:58
L,30.27,01.72,07,0.00000072,0.00007052,0.546%,00:05:58
L,82.77,01.52,07,0.00000042,0.00007094,0.546%,00:05:57
L,95.99,01.34,07,0.00000028,0.00007122,0.546%,00:05:56
L,61.25,01.37,04,0.00000021,0.00007143,0.546%,00:05:56
L,11.58,01.21,07,0.00000015,0.00007158,0.546%,00:05:55
L,55.78,01.20,02,0.00000012,0.00007170,0.546%,00:05:54
L,52.51,01.08,07,0.00000011,0.00007180,0.546%,00:05:54
W,13.46,01.65,00,0.00000119,0.00007190,0.546%,00:05:53
L,53.19,01.72,07,0.00000072,0.00007079,0.546%,00:05:52
L,45.53,01.52,07,0.00000042,0.00007121,0.546%,00:05:51
L,66.88,01.35,07,0.00000028,0.00007149,0.546%,00:05:50
L,99.80,01.37,04,0.00000021,0.00007170,0.546%,00:05:50
L,81.20,01.21,07,0.00000015,0.00007185,0.546%,00:05:49
L,41.95,01.20,02,0.00000012,0.00007197,0.546%,00:05:48
L,31.61,01.08,07,0.00000011,0.00007207,0.546%,00:05:48
W,00.71,01.11,00,0.00000011,0.00007217,0.546%,00:05:47
L,69.70,01.08,07,0.00000011,0.00007128,0.540%,00:05:46
W,15.67,01.43,00,0.00000060,0.00007138,0.540%,00:05:46
L,46.37,01.52,07,0.00000042,0.00007042,0.540%,00:05:45
L,98.64,01.34,07,0.00000028,0.00007070,0.540%,00:05:44
L,43.28,01.37,04,0.00000021,0.00007091,0.540%,00:05:44
L,10.81,01.21,07,0.00000015,0.00007106,0.540%,00:05:43
L,44.70,01.20,02,0.00000012,0.00007118,0.540%,00:05:43
L,21.31,01.08,07,0.00000011,0.00007128,0.540%,00:05:42
W,28.48,01.52,00,0.00000612,0.00007138,0.540%,00:05:41
L,67.35,01.75,07,0.00000402,0.00006369,0.538%,00:05:41
L,75.69,01.57,07,0.00000230,0.00006599,0.538%,00:05:40
L,47.81,01.98,08,0.00000147,0.00006746,0.538%,00:05:39
L,35.17,01.72,07,0.00000074,0.00006820,0.538%,00:05:39
L,94.84,01.52,07,0.00000043,0.00006863,0.538%,00:05:38
L,93.49,01.35,07,0.00000028,0.00006891,0.538%,00:05:37
L,72.34,01.37,04,0.00000021,0.00006912,0.538%,00:05:37
L,59.08,01.21,07,0.00000015,0.00006927,0.538%,00:05:36
L,23.12,01.20,02,0.00000012,0.00006939,0.538%,00:05:35
L,79.17,01.08,07,0.00000011,0.00006949,0.538%,00:05:35
W,10.35,01.43,00,0.00000062,0.00006959,0.538%,00:05:34
L,67.13,01.52,07,0.00000043,0.00006860,0.538%,00:05:33
L,77.79,01.35,07,0.00000028,0.00006888,0.538%,00:05:33
L,84.14,01.37,04,0.00000021,0.00006909,0.538%,00:05:32
L,47.49,01.21,07,0.00000015,0.00006924,0.538%,00:05:32
L,53.78,01.20,02,0.00000012,0.00006936,0.538%,00:05:31
L,15.57,01.08,07,0.00000011,0.00006946,0.538%,00:05:30
W,05.84,01.11,00,0.00000011,0.00006956,0.538%,00:05:30
L,84.38,01.08,07,0.00000011,0.00006867,0.538%,00:05:29
W,28.41,02.20,00,0.00004114,0.00006877,0.538%,00:05:29
L,90.35,02.33,07,0.00001870,0.00005319,0.538%,00:05:28
L,40.94,01.98,05,0.00000802,0.00006121,0.538%,00:05:27
L,66.98,01.75,07,0.00000405,0.00006526,0.538%,00:05:27
L,65.62,01.57,07,0.00000231,0.00006757,0.538%,00:05:26
L,89.10,01.98,08,0.00000147,0.00006904,0.538%,00:05:25
L,55.19,01.73,07,0.00000074,0.00006978,0.538%,00:05:25
L,71.40,01.52,07,0.00000043,0.00007021,0.538%,00:05:24
L,38.68,01.35,07,0.00000028,0.00007049,0.538%,00:05:24
L,92.14,01.38,04,0.00000021,0.00007070,0.538%,00:05:23
L,63.12,01.22,07,0.00000015,0.00007085,0.538%,00:05:22
L,68.61,01.20,02,0.00000012,0.00007097,0.538%,00:05:22
L,80.03,01.08,07,0.00000011,0.00007107,0.538%,00:05:21
W,00.64,01.14,00,0.00000024,0.00007117,0.538%,00:05:20
L,98.59,01.38,04,0.00000021,0.00006965,0.530%,00:05:20
L,82.31,01.21,07,0.00000015,0.00006980,0.530%,00:05:18
L,44.69,01.20,02,0.00000012,0.00006992,0.530%,00:05:18
L,68.34,01.08,07,0.00000011,0.00007002,0.530%,00:05:17
W,16.54,01.21,00,0.00000018,0.00007012,0.530%,00:05:17
L,69.22,01.21,07,0.00000015,0.00006939,0.527%,00:05:16
L,89.23,01.20,02,0.00000012,0.00006951,0.527%,00:05:15
L,78.08,01.08,07,0.00000011,0.00006961,0.527%,00:05:15
W,07.03,01.14,00,0.00000024,0.00006971,0.527%,00:05:14
L,31.75,01.37,04,0.00000021,0.00006819,0.519%,00:05:13
L,63.93,01.21,07,0.00000015,0.00006834,0.519%,00:05:13
L,73.63,01.20,02,0.00000012,0.00006846,0.519%,00:05:12
L,16.96,01.08,07,0.00000011,0.00006856,0.519%,00:05:11
W,06.23,01.43,00,0.00000062,0.00006866,0.519%,00:05:11
L,86.63,01.52,07,0.00000043,0.00006767,0.519%,00:05:10
L,65.06,01.35,07,0.00000028,0.00006795,0.519%,00:05:09
L,62.54,01.38,04,0.00000021,0.00006816,0.519%,00:05:08
L,18.46,01.21,07,0.00000015,0.00006831,0.519%,00:05:08
L,19.72,01.20,02,0.00000012,0.00006843,0.519%,00:05:07
L,57.85,01.08,07,0.00000011,0.00006853,0.519%,00:05:06
W,02.22,01.43,00,0.00000062,0.00006863,0.519%,00:05:06
L,88.41,01.52,07,0.00000043,0.00006764,0.519%,00:05:05
L,53.71,01.35,07,0.00000028,0.00006792,0.519%,00:05:05
L,17.26,01.38,04,0.00000021,0.00006813,0.519%,00:05:04
L,26.25,01.21,07,0.00000015,0.00006828,0.519%,00:05:03
L,94.53,01.20,02,0.00000012,0.00006840,0.519%,00:05:03
L,87.79,01.08,07,0.00000011,0.00006850,0.519%,00:05:02
W,03.79,01.21,00,0.00000018,0.00006860,0.519%,00:05:01
L,78.36,01.21,07,0.00000015,0.00006788,0.516%,00:05:01
L,31.89,01.20,02,0.00000012,0.00006800,0.516%,00:05:00
L,60.65,01.08,07,0.00000011,0.00006810,0.516%,00:04:59
W,00.36,01.09,00,0.00000013,0.00006820,0.516%,00:04:59
L,36.66,01.20,02,0.00000012,0.00006684,0.507%,00:04:58
L,40.75,01.08,07,0.00000011,0.00006694,0.507%,00:04:58
W,06.97,01.11,00,0.00000011,0.00006704,0.507%,00:04:57
L,44.62,01.08,07,0.00000011,0.00006615,0.501%,00:04:56
W,01.89,01.19,00,0.00000169,0.00006625,0.501%,00:04:56
L,79.77,01.98,08,0.00000142,0.00005888,0.461%,00:04:55
L,80.32,01.72,07,0.00000072,0.00005960,0.461%,00:04:54
L,47.74,01.52,07,0.00000042,0.00006002,0.461%,00:04:54
L,48.07,01.35,07,0.00000028,0.00006030,0.461%,00:04:53
L,41.39,01.37,04,0.00000021,0.00006051,0.461%,00:04:52
L,74.02,01.21,07,0.00000015,0.00006066,0.461%,00:04:52
L,93.14,01.20,02,0.00000012,0.00006078,0.461%,00:04:51
L,86.60,01.08,07,0.00000011,0.00006088,0.461%,00:04:51
W,01.39,01.14,00,0.00000024,0.00006098,0.461%,00:04:50
L,85.52,01.37,04,0.00000021,0.00005946,0.453%,00:04:49
L,68.40,01.21,07,0.00000015,0.00005961,0.453%,00:04:49
L,57.83,01.20,02,0.00000012,0.00005973,0.453%,00:04:48
L,61.69,01.08,07,0.00000011,0.00005983,0.453%,00:04:47
W,06.01,01.34,00,0.00000308,0.00005993,0.453%,00:04:46
L,89.64,01.57,07,0.00000230,0.00005312,0.429%,00:04:45
L,78.30,01.98,08,0.00000147,0.00005459,0.429%,00:04:45
L,43.60,01.73,07,0.00000074,0.00005533,0.429%,00:04:44
L,83.02,01.52,07,0.00000043,0.00005576,0.429%,00:04:43
L,68.54,01.35,07,0.00000028,0.00005604,0.429%,00:04:43
L,69.86,01.38,04,0.00000021,0.00005625,0.429%,00:04:42
L,44.19,01.21,07,0.00000015,0.00005640,0.429%,00:04:42
L,98.31,01.20,02,0.00000012,0.00005652,0.429%,00:04:41
L,28.14,01.08,07,0.00000011,0.00005662,0.429%,00:04:40
W,02.39,01.27,00,0.00000036,0.00005672,0.429%,00:04:40
L,88.88,01.35,07,0.00000028,0.00005568,0.426%,00:04:39
L,80.42,01.38,04,0.00000021,0.00005589,0.426%,00:04:39
L,16.38,01.21,07,0.00000015,0.00005604,0.426%,00:04:38
L,33.71,01.20,02,0.00000012,0.00005616,0.426%,00:04:37
L,84.74,01.08,07,0.00000011,0.00005626,0.426%,00:04:36
W,07.39,01.52,00,0.00000618,0.00005636,0.426%,00:04:36
L,46.54,01.76,07,0.00000406,0.00004860,0.412%,00:04:35
L,77.24,01.57,07,0.00000231,0.00005091,0.412%,00:04:34
L,54.84,01.99,08,0.00000147,0.00005238,0.412%,00:04:34
L,76.50,01.73,07,0.00000074,0.00005312,0.412%,00:04:33
L,68.70,01.52,07,0.00000043,0.00005355,0.412%,00:04:32
L,27.66,01.35,07,0.00000028,0.00005383,0.412%,00:04:32
L,67.98,01.38,04,0.00000021,0.00005404,0.412%,00:04:31
L,25.60,01.22,07,0.00000015,0.00005419,0.412%,00:04:31
L,80.27,01.20,02,0.00000012,0.00005431,0.412%,00:04:30
L,15.58,01.08,07,0.00000011,0.00005441,0.412%,00:04:29
W,00.25,01.19,00,0.00000178,0.00005451,0.412%,00:04:29
L,39.34,01.99,08,0.00000149,0.00004678,0.372%,00:04:28
L,96.17,01.73,07,0.00000075,0.00004753,0.372%,00:04:28
L,54.42,01.53,07,0.00000043,0.00004796,0.372%,00:04:27
L,97.36,01.35,07,0.00000028,0.00004824,0.372%,00:04:26
L,89.51,01.38,04,0.00000021,0.00004845,0.372%,00:04:26
L,41.59,01.22,07,0.00000015,0.00004860,0.372%,00:04:25
L,12.86,01.20,02,0.00000012,0.00004872,0.372%,00:04:24
L,19.71,01.08,07,0.00000011,0.00004882,0.372%,00:04:24
W,05.70,01.65,00,0.00000124,0.00004892,0.372%,00:04:23
L,70.85,01.74,07,0.00000075,0.00004776,0.372%,00:04:22
L,27.14,01.53,07,0.00000043,0.00004819,0.372%,00:04:22
L,65.19,01.35,07,0.00000028,0.00004847,0.372%,00:04:21
L,92.36,01.38,04,0.00000021,0.00004868,0.372%,00:04:20
L,85.73,01.22,07,0.00000015,0.00004883,0.372%,00:04:20
L,27.18,01.20,02,0.00000012,0.00004895,0.372%,00:04:19
L,35.59,01.09,07,0.00000011,0.00004905,0.372%,00:04:18
W,17.45,01.43,00,0.00000062,0.00004915,0.372%,00:04:18
L,78.43,01.53,07,0.00000043,0.00004816,0.371%,00:04:17
L,37.48,01.36,07,0.00000028,0.00004844,0.371%,00:04:17
L,99.33,01.38,04,0.00000021,0.00004865,0.371%,00:04:16
L,94.40,01.22,07,0.00000015,0.00004880,0.371%,00:04:15
L,34.41,01.20,02,0.00000012,0.00004892,0.371%,00:04:15
L,58.68,01.09,07,0.00000011,0.00004902,0.371%,00:04:14
W,07.50,01.27,00,0.00000036,0.00004912,0.371%,00:04:13
L,46.01,01.36,07,0.00000028,0.00004808,0.369%,00:04:12
L,17.01,01.38,04,0.00000021,0.00004829,0.369%,00:04:11
L,69.40,01.22,07,0.00000015,0.00004844,0.369%,00:04:11
L,16.59,01.20,02,0.00000012,0.00004856,0.369%,00:04:10
L,39.76,01.09,07,0.00000011,0.00004866,0.369%,00:04:09
W,06.75,01.11,00,0.00000011,0.00004876,0.369%,00:04:09
L,47.24,01.08,07,0.00000011,0.00004787,0.363%,00:04:08
W,01.25,01.27,00,0.00000036,0.00004797,0.363%,00:04:07
L,43.12,01.35,07,0.00000028,0.00004693,0.360%,00:04:07
L,96.69,01.38,04,0.00000021,0.00004714,0.360%,00:04:06
L,55.77,01.22,07,0.00000015,0.00004729,0.360%,00:04:06
L,51.00,01.20,02,0.00000012,0.00004741,0.360%,00:04:05
L,46.45,01.09,07,0.00000011,0.00004751,0.360%,00:04:04
W,05.67,01.27,00,0.00000036,0.00004761,0.360%,00:04:04
L,77.43,01.35,07,0.00000028,0.00004657,0.357%,00:04:03
L,72.59,01.38,04,0.00000021,0.00004678,0.357%,00:04:02
L,83.05,01.22,07,0.00000015,0.00004693,0.357%,00:04:02
L,14.50,01.20,02,0.00000012,0.00004705,0.357%,00:04:01
L,22.82,01.09,07,0.00000011,0.00004715,0.357%,00:04:00
W,03.68,01.09,00,0.00000013,0.00004725,0.357%,00:04:00
L,68.74,01.20,02,0.00000012,0.00004589,0.348%,00:03:59
L,88.05,01.08,07,0.00000011,0.00004599,0.348%,00:03:59
W,05.75,01.11,00,0.00000011,0.00004609,0.348%,00:03:58
L,82.48,01.08,07,0.00000011,0.00004520,0.343%,00:03:57
W,16.84,01.21,00,0.00000018,0.00004530,0.343%,00:03:57
L,56.08,01.21,07,0.00000015,0.00004458,0.339%,00:03:56
L,13.04,01.20,02,0.00000012,0.00004470,0.339%,00:03:56
L,17.94,01.08,07,0.00000011,0.00004480,0.339%,00:03:55
W,07.18,01.14,00,0.00000024,0.00004490,0.339%,00:03:54
L,67.43,01.38,04,0.00000021,0.00004337,0.332%,00:03:54
L,56.38,01.21,07,0.00000015,0.00004352,0.332%,00:03:53
L,15.52,01.20,02,0.00000012,0.00004364,0.332%,00:03:52
L,30.77,01.08,07,0.00000011,0.00004374,0.332%,00:03:52
W,03.44,01.11,00,0.00000011,0.00004384,0.332%,00:03:51
L,37.54,01.08,07,0.00000011,0.00004295,0.326%,00:03:51
W,05.37,01.11,00,0.00000011,0.00004305,0.326%,00:03:50
L,18.20,01.08,07,0.00000011,0.00004216,0.324%,00:03:49
W,13.54,01.65,00,0.00000119,0.00004226,0.324%,00:03:49
L,91.50,01.72,07,0.00000072,0.00004116,0.324%,00:03:48
L,47.46,01.51,07,0.00000042,0.00004158,0.324%,00:03:47
L,94.12,01.34,07,0.00000028,0.00004186,0.324%,00:03:47
L,69.73,01.37,04,0.00000021,0.00004207,0.324%,00:03:46
L,75.64,01.21,07,0.00000015,0.00004222,0.324%,00:03:45
L,99.06,01.20,02,0.00000012,0.00004234,0.324%,00:03:45
L,40.33,01.08,07,0.00000011,0.00004244,0.324%,00:03:44
W,09.80,01.65,00,0.00000119,0.00004254,0.324%,00:03:44
L,72.27,01.72,07,0.00000072,0.00004143,0.324%,00:03:43
L,39.01,01.52,07,0.00000042,0.00004185,0.324%,00:03:42
L,89.35,01.35,07,0.00000028,0.00004213,0.324%,00:03:41
L,74.47,01.37,04,0.00000021,0.00004234,0.324%,00:03:40
L,85.99,01.21,07,0.00000015,0.00004249,0.324%,00:03:40
L,93.67,01.20,02,0.00000012,0.00004261,0.324%,00:03:39
L,68.72,01.08,07,0.00000011,0.00004271,0.324%,00:03:38
W,10.19,01.43,00,0.00000060,0.00004281,0.324%,00:03:37
L,26.83,01.52,07,0.00000042,0.00004184,0.324%,00:03:37
L,44.08,01.35,07,0.00000028,0.00004212,0.324%,00:03:36
L,42.02,01.37,04,0.00000021,0.00004233,0.324%,00:03:36
L,44.79,01.21,07,0.00000015,0.00004248,0.324%,00:03:34
L,26.05,01.20,02,0.00000012,0.00004260,0.324%,00:03:34
L,40.85,01.08,07,0.00000011,0.00004270,0.324%,00:03:33
W,05.73,01.09,00,0.00000013,0.00004280,0.324%,00:03:33
L,82.93,01.20,02,0.00000012,0.00004144,0.315%,00:03:32
L,77.57,01.08,07,0.00000011,0.00004154,0.315%,00:03:31
W,05.77,01.14,00,0.00000024,0.00004164,0.315%,00:03:31
L,23.27,01.37,04,0.00000021,0.00004011,0.307%,00:03:30
L,52.10,01.21,07,0.00000015,0.00004026,0.307%,00:03:30
L,54.17,01.20,02,0.00000012,0.00004038,0.307%,00:03:29
L,56.92,01.08,07,0.00000011,0.00004048,0.307%,00:03:28
W,02.63,01.27,00,0.00000036,0.00004058,0.307%,00:03:28
L,48.00,01.34,07,0.00000028,0.00003954,0.304%,00:03:27
L,22.23,01.37,04,0.00000021,0.00003975,0.304%,00:03:26
L,77.35,01.21,07,0.00000015,0.00003990,0.304%,00:03:26
L,95.04,01.20,02,0.00000012,0.00004002,0.304%,00:03:25
L,19.49,01.08,07,0.00000011,0.00004012,0.304%,00:03:25
W,15.15,01.43,00,0.00000060,0.00004022,0.304%,00:03:24
L,68.30,01.52,07,0.00000042,0.00003926,0.304%,00:03:23
L,45.76,01.34,07,0.00000028,0.00003954,0.304%,00:03:23
L,85.29,01.37,04,0.00000021,0.00003975,0.304%,00:03:22
L,92.48,01.21,07,0.00000015,0.00003990,0.304%,00:03:22
L,69.34,01.20,02,0.00000012,0.00004002,0.304%,00:03:21
L,86.44,01.08,07,0.00000011,0.00004012,0.304%,00:03:20
W,25.10,01.43,00,0.00000060,0.00004022,0.304%,00:03:19
L,42.44,01.52,07,0.00000042,0.00003925,0.304%,00:03:19
L,50.79,01.35,07,0.00000028,0.00003953,0.304%,00:03:18
L,23.76,01.37,04,0.00000021,0.00003974,0.304%,00:03:17
L,37.88,01.21,07,0.00000015,0.00003989,0.304%,00:03:17
L,11.18,01.20,02,0.00000012,0.00004001,0.304%,00:03:16
L,58.63,01.08,07,0.00000011,0.00004011,0.304%,00:03:15
W,03.69,01.34,00,0.00000308,0.00004021,0.304%,00:03:15
L,59.13,01.57,07,0.00000230,0.00003340,0.282%,00:03:14
L,74.64,01.98,08,0.00000147,0.00003487,0.282%,00:03:13
L,95.99,01.73,07,0.00000074,0.00003561,0.282%,00:03:13
L,53.34,01.52,07,0.00000043,0.00003604,0.282%,00:03:12
L,43.54,01.35,07,0.00000028,0.00003632,0.282%,00:03:11
L,76.81,01.38,04,0.00000021,0.00003653,0.282%,00:03:11
L,14.84,01.22,07,0.00000015,0.00003668,0.282%,00:03:10
L,43.38,01.20,02,0.00000012,0.00003680,0.282%,00:03:10
L,04.77,01.08,07,0.00000011,0.00003690,0.282%,00:03:09
W,28.41,01.65,00,0.00000122,0.00003700,0.282%,00:03:08
L,41.03,01.73,07,0.00000074,0.00003587,0.282%,00:03:07
L,45.88,01.52,07,0.00000043,0.00003630,0.282%,00:03:06
L,12.52,01.35,07,0.00000028,0.00003658,0.282%,00:03:05
L,54.25,01.38,04,0.00000021,0.00003679,0.282%,00:03:05
L,17.90,01.22,07,0.00000015,0.00003694,0.282%,00:03:04
L,10.09,01.20,02,0.00000012,0.00003706,0.282%,00:03:04
L,63.84,01.08,07,0.00000011,0.00003716,0.282%,00:03:03
W,19.38,01.27,00,0.00000036,0.00003726,0.282%,00:03:02
L,39.70,01.35,07,0.00000028,0.00003622,0.281%,00:03:02
L,92.31,01.38,04,0.00000021,0.00003643,0.281%,00:03:01
L,84.70,01.22,07,0.00000015,0.00003658,0.281%,00:03:00
L,67.67,01.20,02,0.00000012,0.00003670,0.281%,00:03:00
L,26.00,01.08,07,0.00000011,0.00003680,0.281%,00:02:59
W,13.72,01.65,00,0.00000124,0.00003690,0.281%,00:02:58
L,54.77,01.73,07,0.00000075,0.00003574,0.281%,00:02:58
L,97.88,01.53,07,0.00000043,0.00003617,0.281%,00:02:57
L,79.99,01.35,07,0.00000028,0.00003645,0.281%,00:02:56
L,31.60,01.38,04,0.00000021,0.00003666,0.281%,00:02:56
L,11.13,01.22,07,0.00000015,0.00003681,0.281%,00:02:55
L,51.50,01.20,02,0.00000012,0.00003693,0.281%,00:02:55
L,06.63,01.08,07,0.00000011,0.00003703,0.281%,00:02:54
W,13.62,01.27,00,0.00000036,0.00003713,0.281%,00:02:53
L,28.15,01.35,07,0.00000028,0.00003609,0.278%,00:02:53
L,44.45,01.38,04,0.00000021,0.00003630,0.278%,00:02:52
L,88.64,01.22,07,0.00000015,0.00003645,0.278%,00:02:52
L,90.25,01.20,02,0.00000012,0.00003657,0.278%,00:02:51
L,50.79,01.09,07,0.00000011,0.00003667,0.278%,00:02:50
W,08.62,01.14,00,0.00000024,0.00003677,0.278%,00:02:50
L,56.63,01.38,04,0.00000021,0.00003525,0.278%,00:02:49
L,49.03,01.22,07,0.00000015,0.00003540,0.278%,00:02:48
L,30.02,01.20,02,0.00000012,0.00003552,0.278%,00:02:48
L,47.88,01.09,07,0.00000011,0.00003562,0.278%,00:02:47
W,11.53,01.83,00,0.00001580,0.00003572,0.278%,00:02:47
L,55.20,02.00,05,0.00000862,0.00002538,0.278%,00:02:46
L,50.91,01.77,07,0.00000432,0.00002970,0.278%,00:02:45
L,39.75,01.58,07,0.00000244,0.00003214,0.278%,00:02:45
L,51.10,02.00,08,0.00000154,0.00003368,0.278%,00:02:44
L,63.40,01.74,07,0.00000077,0.00003445,0.278%,00:02:43
L,61.87,01.53,07,0.00000044,0.00003489,0.278%,00:02:43
L,80.84,01.36,07,0.00000029,0.00003518,0.278%,00:02:42
L,25.61,01.38,04,0.00000021,0.00003539,0.278%,00:02:41
L,48.03,01.22,07,0.00000015,0.00003554,0.278%,00:02:41
L,90.96,01.20,02,0.00000012,0.00003566,0.278%,00:02:40
L,56.13,01.09,07,0.00000011,0.00003576,0.278%,00:02:40
W,01.11,01.14,00,0.00000024,0.00003586,0.278%,00:02:39
L,70.16,01.38,04,0.00000021,0.00003433,0.278%,00:02:38
L,85.03,01.22,07,0.00000015,0.00003448,0.278%,00:02:38
L,15.41,01.20,02,0.00000012,0.00003460,0.278%,00:02:37
L,35.66,01.09,07,0.00000011,0.00003470,0.278%,00:02:37
W,10.76,02.20,00,0.00004741,0.00003480,0.278%,00:02:36
L,96.48,02.37,07,0.00002155,0.00001685,0.278%,00:02:34
L,57.55,02.01,05,0.00000911,0.00002596,0.278%,00:02:34
L,82.21,01.78,07,0.00000453,0.00003049,0.278%,00:02:33
L,35.99,01.60,07,0.00000254,0.00003303,0.278%,00:02:32
L,70.15,02.01,08,0.00000159,0.00003462,0.278%,00:02:32
L,37.41,01.75,07,0.00000079,0.00003541,0.278%,00:02:31
L,85.25,01.54,07,0.00000045,0.00003586,0.278%,00:02:31
L,24.14,01.37,07,0.00000029,0.00003615,0.278%,00:02:30
L,40.58,01.39,04,0.00000021,0.00003636,0.278%,00:02:29
L,80.94,01.23,07,0.00000015,0.00003651,0.278%,00:02:29
L,12.55,01.21,02,0.00000012,0.00003663,0.278%,00:02:28
L,50.43,01.09,07,0.00000011,0.00003673,0.278%,00:02:28
W,06.13,01.09,00,0.00000013,0.00003683,0.278%,00:02:27
L,63.98,01.20,02,0.00000012,0.00003546,0.270%,00:02:26
L,30.72,01.09,07,0.00000011,0.00003556,0.270%,00:02:26
W,14.31,01.43,00,0.00000065,0.00003566,0.270%,00:02:25
L,76.70,01.54,07,0.00000045,0.00003463,0.269%,00:02:25
L,72.95,01.37,07,0.00000029,0.00003492,0.269%,00:02:24
L,97.18,01.39,04,0.00000021,0.00003513,0.269%,00:02:23
L,57.79,01.23,07,0.00000015,0.00003528,0.269%,00:02:22
L,57.68,01.20,02,0.00000012,0.00003540,0.269%,00:02:22
L,86.21,01.09,07,0.00000011,0.00003550,0.269%,00:02:21
W,06.49,01.21,00,0.00000018,0.00003560,0.269%,00:02:21
L,11.57,01.23,07,0.00000015,0.00003487,0.266%,00:02:20
L,81.34,01.20,02,0.00000012,0.00003499,0.266%,00:02:19
L,78.35,01.09,07,0.00000011,0.00003509,0.266%,00:02:19
W,08.71,01.21,00,0.00000018,0.00003519,0.266%,00:02:18
L,67.47,01.22,07,0.00000015,0.00003447,0.263%,00:02:18
L,30.62,01.20,02,0.00000012,0.00003459,0.263%,00:02:17
L,97.34,01.09,07,0.00000011,0.00003469,0.263%,00:02:16
W,05.62,01.11,00,0.00000011,0.00003479,0.263%,00:02:16
L,61.34,01.09,07,0.00000011,0.00003390,0.259%,00:02:15
W,31.68,01.65,00,0.00000129,0.00003400,0.259%,00:02:15
L,77.81,01.74,07,0.00000078,0.00003280,0.259%,00:02:14
L,97.51,01.54,07,0.00000045,0.00003325,0.259%,00:02:13
L,15.62,01.36,07,0.00000029,0.00003354,0.259%,00:02:13
L,92.06,01.39,04,0.00000021,0.00003375,0.259%,00:02:12
L,78.35,01.22,07,0.00000015,0.00003390,0.259%,00:02:12
L,85.65,01.20,02,0.00000012,0.00003402,0.259%,00:02:11
L,81.91,01.09,07,0.00000011,0.00003412,0.259%,00:02:10
W,04.24,01.14,00,0.00000024,0.00003422,0.259%,00:02:10
L,65.52,01.39,04,0.00000021,0.00003270,0.251%,00:02:09
L,92.13,01.22,07,0.00000015,0.00003285,0.251%,00:02:08
L,90.04,01.20,02,0.00000012,0.00003297,0.251%,00:02:08
L,46.80,01.09,07,0.00000011,0.00003307,0.251%,00:02:07
W,21.04,01.43,00,0.00000065,0.00003317,0.251%,00:02:07
L,84.86,01.54,07,0.00000045,0.00003213,0.250%,00:02:06
L,45.74,01.36,07,0.00000029,0.00003242,0.250%,00:02:06
L,32.47,01.39,04,0.00000021,0.00003263,0.250%,00:02:05
L,54.82,01.22,07,0.00000015,0.00003278,0.250%,00:02:04
L,71.83,01.20,02,0.00000012,0.00003290,0.250%,00:02:03
